Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date,Agency
3A282FB67EA34786A1B4E01588D82AA0AD67E47A_1531758398,2018-07-16 16:26:38+00:00,Crash Urgent,POINT (-97.718247 30.366918),30.366918,-97.718247,8700 Research Blvd Nb,ARCHIVED,07/16/2018 04:40:02 PM +0000,
4D4163643B19F6E4AE350328277EE35F26CDB1D5_1543552303,2018-11-30 04:31:43+00:00,Traffic Hazard,POINT (-97.73624 30.241076),30.241076,-97.73624,1600-1625 S Ih 35 Svrd Nb,ARCHIVED,11/30/2018 04:50:03 AM +0000,
E1687F7478020253F747B6F9BAF48D571471B18C_1569532217,2019-09-26 21:10:17+00:00,LOOSE LIVESTOCK,POINT (-97.55979 30.37751),30.37751,-97.55979,14000-15023 Fuchs Grove Rd,ARCHIVED,09/26/2019 09:30:04 PM +0000,
5D22A80605A592F60F2CDE0BF0D59FF70A54A329_1622820673,2021-06-04 15:31:13+00:00,Traffic Hazard,POINT (-97.744898 30.194015),30.194015,-97.744898,4500-4604 E STASSNEY LN,ARCHIVED,06/04/2021 03:55:03 PM +0000,
09E9D2D3DB71BE93CB1D32B0F8546E56F5B68685_1747943254,2025-05-22 19:47:34+00:00,COLLISION,POINT (-97.819408 30.23106),30.23106,-97.819408,5300 Brodie Ln,ARCHIVED,05/22/2025 08:20:14 PM +0000,TRAVIS COUNTY SHERIF
9BDA887D240782244C93A03F3CF7F2727C71DAF5_1743716906,2025-04-03 21:48:26+00:00,Traffic Hazard,POINT (-97.878354 30.234101),30.234101,-97.878354,7201 Oak Meadow Dr,ARCHIVED,04/03/2025 10:20:14 PM +0000,AUSTIN PD           
267F8AE4D60F1F431986432689DEE51E319E1924_1745025545,2025-04-19 01:19:05+00:00,COLLISION,POINT (-97.821457 30.227738),30.227738,-97.821457,5601 BRODIE LN,ARCHIVED,04/19/2025 02:15:15 AM +0000,TRAVIS COUNTY SHERIF
02161A52F79B14CA0632CEFCB8CD025C2DE5ED0C_1633535104,2021-10-06 15:45:04+00:00,Stalled Vehicle,POINT (-97.700765 30.357976),30.357976,-97.700765,800-832 PAYTON GIN RD,ARCHIVED,10/06/2021 04:05:03 PM +0000,
6C7FAA15D63FB82FCBEB6343F640F32DEB4AB398_1576084441,2019-12-11 17:14:01+00:00,Traffic Hazard,POINT (-97.773578 30.207392),30.207392,-97.773578,104 E Mockingbird Ln,ARCHIVED,12/11/2019 06:05:03 PM +0000,
7581F9F7CB4E2C129CF3994BE96F620FCA5EB4C0_1539740665,2018-10-17 01:44:25+00:00,Crash Urgent,POINT (-97.638713 30.201958),30.201958,-97.638713,3212-3324 E Sh 71 Svrd Eb,ARCHIVED,10/17/2018 03:55:02 AM +0000,
539E322A4F4CC65780CE1E183AD98299538EC22C_1564894738,2019-08-04 04:58:58+00:00,COLLISN/ LVNG SCN,POINT (-97.632913 30.420018),30.420018,-97.632913,1637 Whittard Of Chelsea Ln,ARCHIVED,08/04/2019 05:30:05 AM +0000,
7FCDB7BA6DE74B6E007EFE1079540E0228817D26_1512066650000,2017-11-30 18:30:00+00:00,Traffic Hazard,POINT (-97.73291 30.39438),30.39438,-97.73291,10553-10931 N MOPAC EXPY NB,ARCHIVED,11/30/2017 08:00:00 PM +0000,
D153F27E3301C925898E63BFBF9AC067701D5FE0_1728774839,2024-10-12 23:13:59+00:00,TRFC HAZD/ DEBRIS,POINT (-97.823675 30.336898),30.336898,-97.823675,Smoky Ridge / Pearce Rd,ARCHIVED,10/13/2024 12:15:14 AM +0000,TRAVIS COUNTY SHERIF
79E4F4B56385D8DBE97A23480CD8F614F328A74C_1692305775,2023-08-17 20:56:15+00:00,COLLISION,POINT (-97.948458 30.575196),30.575196,-97.948458,Fulkes Ln / Round Mountain Rd,ARCHIVED,08/17/2023 09:40:03 PM +0000,
CAADB19AD59D4C77D722924EB5B27F6DAE1B2AD8_1528140832000,2018-06-04 19:33:00+00:00,Crash Urgent,POINT (-97.788566 30.167109),30.167109,-97.788566,126-150 W Slaughter Ln,ARCHIVED,06/04/2018 08:20:00 PM +0000,
189EE872D4D83256175DD2E108E01A9FE9AE27BD_1754714523_traffic_incident,2025-08-09 04:42:03+00:00,Crash Urgent,POINT (-97.798022 30.459919),30.459919,-97.798022,LAKE CREEK PKWY / MELLOW MEADOW DR,ARCHIVED,08/09/2025 05:20:16 AM +0000,AUSTIN PD           
904896FD72A1B5E6D2387652DCC631C9670A8102_1602016703,2020-10-06 20:38:23+00:00,Crash Urgent,POINT (-97.785277 30.172951),30.172951,-97.785277,E Ralph Ablanedo Dr & S Congress Ave,ARCHIVED,10/06/2020 10:35:03 PM +0000,
CDF61942C1B0FC67819367EDC682E0C5FD5E427F_1657127033,2022-07-06 17:03:53+00:00,LOOSE LIVESTOCK,POINT (-98.064295 30.35269),30.35269,-98.064295,5300-blk Reimers Peacock Rd,ARCHIVED,07/06/2022 05:15:02 PM +0000,
AA15E7B810A9A4F8365AF533AA9D990872E0417F_1739825945,2025-02-17 20:59:05+00:00,LOOSE LIVESTOCK,POINT (-97.524303 30.249645),30.249645,-97.524303,18012-18911 Fm 969 Rd,ARCHIVED,02/17/2025 09:25:18 PM +0000,TRAVIS COUNTY SHERIF
0F754698CC619F9AD3277E799702024DCBF3FAEB_1676770791,2023-02-19 01:39:51+00:00,COLLISION,POINT (-97.992241 30.389382),30.389382,-97.992241,18512 Staghorn Dr,ARCHIVED,02/19/2023 02:30:03 AM +0000,
08BABBA456D31986A0E6B7A77F63A6D11CC82FC3_1519944734000,2018-03-01 22:52:00+00:00,COLLISION,POINT (-97.658362 30.41878),30.41878,-97.658362,SPRING HEATH RD & BLUE FLAX LN,ARCHIVED,03/02/2018 07:15:00 AM +0000,
329CC95AA311EEEE243FF2D98207A438EF31F02C_1671306981,2022-12-17 19:56:21+00:00,COLLISION,POINT (-97.655747 30.157706),30.157706,-97.655747,0 Elroy Rd To S Sh 130 Sb Ramp,ARCHIVED,12/17/2022 09:05:04 PM +0000,
2F25DF3260BA7F6F5DC9556417C6FCE5FCA5C90B_1605369711,2020-11-14 16:01:51+00:00,TRFC HAZD/ DEBRIS,POINT (-97.926385 30.407873),30.407873,-97.926385,4701 HUDSON BEND RD,ARCHIVED,11/14/2020 04:25:03 PM +0000,
FA59FADCBF0CEF35D5DFDA0B2B7308474E16F44E_1523503243000,2018-04-12 03:20:00+00:00,Traffic Hazard,POINT (-97.752704 30.216392),30.216392,-97.752704,0 E Ben White To Ih 35 Nb Ramp,ARCHIVED,04/12/2018 03:40:00 AM +0000,
DC6034999593E7BA209A8125ACE188ECCB0790C4_1689945538,2023-07-21 13:18:58+00:00,Traffic Hazard,POINT (-97.67899 30.22245),30.22245,-97.67899,8375-8429 E Ben White Blvd Eb,ARCHIVED,07/21/2023 02:00:05 PM +0000,
D7867C566194886B34803A90562061F98F5B864B_1686608869,2023-06-12 22:27:49+00:00,COLLISION,POINT (-97.690144 30.16116),30.16116,-97.690144,6707 CREEDMOOR RD,ARCHIVED,06/12/2023 11:00:24 PM +0000,
251530028B2880D7CA8D1CB5C02FB745FBD66FF2_1639741958,2021-12-17 11:52:38+00:00,Traffic Hazard,POINT (-97.7449 30.313808),30.313808,-97.7449,4300-4399 Ramsey Ave,ARCHIVED,12/17/2021 02:20:03 PM +0000,
929D4B9DCC22EAA58C8E7D9895B5AC0E901A220C_1633660405,2021-10-08 02:33:25+00:00,Traffic Hazard,POINT (-97.648617 30.409541),30.409541,-97.648617,E Howard Ln & Harris Ridge Blvd,ARCHIVED,10/08/2021 03:20:03 AM +0000,
CABB2209C2B6AC28CD023A92013A39E9F4D9FB0C_1682539372,2023-04-26 20:02:52+00:00,Traffic Hazard,POINT (-97.754825 30.369646),30.369646,-97.754825,4120-4124 Spicewood Springs Rd Wb Trn,ARCHIVED,04/26/2023 09:10:02 PM +0000,
CAAF958A3B5A7343A3313BD5F86E8DAD7648B2CC_1714958575,2024-05-06 01:22:55+00:00,COLLISION,POINT (-97.621752 30.371709),30.371709,-97.621752,5203 BOBWAR ST,ARCHIVED,05/06/2024 02:10:17 AM +0000,TRAVIS COUNTY SHERIF
7C8D848F32FA1C53815556EE08AA8EE5994C5A51_1531182921,2018-07-10 00:35:21+00:00,Crash Service,POINT (-97.76198 30.274569),30.274569,-97.76198,W 6th St & Powell St,ARCHIVED,07/10/2018 01:35:03 AM +0000,
49DD744FF126341803FBB56A028DC0177C24F979_1646157188,2022-03-01 17:53:08+00:00,Traffic Hazard,POINT (-97.762887 30.342533),30.342533,-97.762887,3600-3739 Fm 2222 Rd,ARCHIVED,03/01/2022 06:30:03 PM +0000,
ED82ABD47CE01FF81B7493F084EFF25A84D51E95_1548353048,2019-01-24 18:04:08+00:00,COLLISION,POINT (-97.804401 30.277192),30.277192,-97.804401,3500-blk BEE CAVES RD,ARCHIVED,01/24/2019 06:15:04 PM +0000,
9521E2BCC9C0DE945CCF68B52345097002B66BA5_1562796659,2019-07-10 22:10:59+00:00,Crash Service,POINT (-97.773624 30.207419),30.207419,-97.773624,5401 S Congress Ave,ARCHIVED,07/10/2019 10:40:03 PM +0000,
0CF950B5E4D2EBD7C978C76091DDCE6176845697_1750457359,2025-06-20 22:09:19+00:00,Crash Urgent,POINT (-97.672657 30.324395),30.324395,-97.672657,0 E 290 Eb To Ed Blueste Sb Ramp,ARCHIVED,06/20/2025 11:45:15 PM +0000,AUSTIN PD           
560435953B9808841DF0571AC6680B33A1067449_1659445124,2022-08-02 12:58:44+00:00,COLLISION,POINT (-97.845787 30.457382),30.457382,-97.845787,Dies Ranch Rd & Fm 2769 Rd,ARCHIVED,08/02/2022 01:15:02 PM +0000,
C5C15732584ED2820DB3720243A42CA22F624D80_1561330061,2019-06-23 22:47:41+00:00,Traffic Hazard,POINT (-97.748366 30.351585),30.351585,-97.748366,N Mopac Expy Svrd Nb & Far West Blvd,ARCHIVED,06/23/2019 11:10:03 PM +0000,
B02B25076199964BB7439541DFD797C0397ED4C0_1628522636,2021-08-09 15:23:56+00:00,COLLISION WITH INJURY,POINT (-97.60739 30.334411),30.334411,-97.60739,HARRIS BRANCH PKWY,ARCHIVED,08/09/2021 04:10:02 PM +0000,
EA0A27268C155F17DC639A67B1AB97CCB5165233_1702302934,2023-12-11 13:55:34+00:00,Crash Urgent,POINT (-97.832799 30.190675),30.190675,-97.832799,3012-3015 Davis Ln,ARCHIVED,12/11/2023 02:45:13 PM +0000,
97265864D4DE7D166302649EB1F26D64D16C88D5_1567914250,2019-09-08 03:44:10+00:00,Crash Service,POINT (-97.793288 30.469128),30.469128,-97.793288,13201 N Fm 620 Rd Nb,ARCHIVED,09/08/2019 04:20:04 AM +0000,
15E3D8B8D931C5F180D0AFDC51D9E661F172A299_1621791557,2021-05-23 17:39:17+00:00,TRFC HAZD/ DEBRIS,POINT (-97.646391 30.180487),30.180487,-97.646391,10902-10913 PEARCE LN,ARCHIVED,05/23/2021 06:20:03 PM +0000,
39736DCBAFB7FA0A7BA7EFD0167B660291181970_1700228372,2023-11-17 13:39:32+00:00,Crash Urgent,POINT (-97.790789 30.44802),30.44802,-97.790789,13350-13454 N Us 183 Hwy Svrd Sb,ARCHIVED,11/17/2023 03:00:26 PM +0000,
8F851B7763C31844EA6A443A3FE35DE3EA3D4F10_1508828338000,2017-10-24 06:58:00+00:00,Crash Urgent,POINT (-97.694302 30.361443),30.361443,-97.694302,101-119 W Rundberg Ln,ARCHIVED,05/18/2018 01:00:00 AM +0000,
45C800A971308142CF8A4D13C844F04A91099693_1662692987,2022-09-09 03:09:47+00:00,COLLISN/ LVNG SCN,POINT (-97.580614 30.4998),30.4998,-97.580614,21125-21321 N Sh 130 Svrd Nb,ARCHIVED,09/09/2022 03:20:04 AM +0000,
2972171F9CF6653AA953426952B5FFD2535D14A3_1700927758,2023-11-25 15:55:58+00:00,Traffic Hazard,POINT (-97.777817 30.162571),30.162571,-97.777817,518-704 E Slaughter Ln,ARCHIVED,11/25/2023 05:25:11 PM +0000,
E25D00E0E79F3B1D2784A618DAB807A30DC7D0D7_1688056382,2023-06-29 16:33:02+00:00,Crash Service,POINT (-97.7421 30.296504),30.296504,-97.7421,W 30th St / Guadalupe St,ARCHIVED,06/29/2023 05:10:13 PM +0000,
9D634E9D726305D5B9A7D2E527F6C49DD3603F4F_1507975652000,2017-10-14 10:07:00+00:00,Traffic Hazard,POINT (-97.686434 30.332426),30.332426,-97.686434,1000-2409 E Anderson Ln Eb,ARCHIVED,05/18/2018 01:00:00 AM +0000,
FE9A7F71D2BCDCA192CBC99645A4B67A9800A37F_1520979062000,2018-03-13 22:11:00+00:00,TRFC HAZD/ DEBRIS,POINT (-97.621263 30.262679),30.262679,-97.621263,Blue Bluff Rd & Fm 969 Rd,,03/14/2018 03:15:00 AM +0000,
3B928622F8479780E1593E188D5315EDB7D6F786_1719270289,2024-06-24 23:04:49+00:00,Traffic Hazard,POINT (-97.764309 30.22257),30.22257,-97.764309,100-221 W Ben White Blvd Svrd Eb,ARCHIVED,06/24/2024 11:25:11 PM +0000,AUSTIN PD           
9D4EBBA60FD8D43C36E800C3239CECBE9A06419F_1563819697,2019-07-22 18:21:37+00:00,Crash Urgent,POINT (-97.712534 30.319908),30.319908,-97.712534,Airport Blvd & E Koenig Ln Svrd Eb,ARCHIVED,07/22/2019 06:30:05 PM +0000,
B4D94AD4BA566CAFF6A702ADEB39E76A43484364_1527844893000,2018-06-01 09:21:00+00:00,Crash Service,POINT (-97.775899 30.497982),30.497982,-97.775899,14901-14951 AVERY RANCH BLVD,ARCHIVED,06/01/2018 10:35:00 AM +0000,
8DDFD1BD96D0C9610B5B51F82D809E25F49304E7_1635942127,2021-11-03 12:22:07+00:00,Traffic Hazard,POINT (-97.743928 30.325059),30.325059,-97.743928,Hancock Dr & W North Loop Blvd,ARCHIVED,11/03/2021 12:30:03 PM +0000,
